SEGMENT1,DESCRIPTION,INVENTORY_ITEM_STATUS_CODE,MODEL,CATALOG,FUNCION,PACKAGING,OUTSIDEDESIGNDSG,OUTSIDEFINISHFIN,INSIDEDESIGNDSG,INSIDEFINISHFIN,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ESCUTCHEONOUTSIDEDESIGNDSG,ROSEOUTSIDEFINISHFIN,ROSEINSIDEDESIGNDSG,ESCUTCHEONINSIDEDESIGNDSG,ROSEINSIDEFINISHFIN,HANDING,LATCH,LATCHFINISHFIN,STRIKE,STRIKEFINISHFIN,DOORTHICKNESS,PLANNER_CODE
043156436576,LOCK.F51A.MNH.505.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,505,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156420292,LOCK.F51A.PLY.613.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,613,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156435630,LOCK.F51A.PLY.613.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,613,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436200,LOCK.F51A.PLY.620.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,620,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156427215,LOCK.F51A.PLY.620.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,620,,,,,,,,,,,,16-211,,10-063,,134,F51BKST
043156435685,LOCK.F51A.MNH.619.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,619,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156420445,LOCK.F51A.FLA.716.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,716,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
043156420414,LOCK.F51A.MNH.619.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,619,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
043156420834,LOCK.F51A.GEO.505.605.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,505,,605,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436668,LOCK.F51A.MNH.619.CEN..16-211.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,619,,,CEN.,CEN.,CEN.,,,,,,,16-211,,10-027,,134,F51BLDT
043156436163,LOCK.F51A.GEO.505.605.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,505,,605,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436330,LOCK.F51A.MNH.625.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,625,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156420223,LOCK.F51A.GEO.605.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,605,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436132,LOCK.F51A.MNH.625.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,625,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
043156435647,LOCK.F51A.GEO.605.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,605,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156420698,LOCK.F51A.MNH.626.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,626,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156421886,LOCK.F51A.GEO.609.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,609,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156435852,LOCK.F51A.ORB.505.605.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,505,,605,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156435982,LOCK.F51A.GEO.620.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,620,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156421879,LOCK.F51A.ORB.505.605.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,505,,605,,,,,,,,,,16-211,,10-063,,134,F51BKST
043156421268,LOCK.F51A.GEO.620.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,620,,,,,,,,,,,,16-211,,10-063,,134,F51BKST
043156420612,LOCK.F51A.ORB.605.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,605,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436125,LOCK.F51A.GEO.621.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,621,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
043156420827,LOCK.F51A.ORB.605.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,605,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156427031,LOCK.F51A.GEO.621.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,621,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
043156436347,LOCK.F51A.ORB.605.16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,605,,,,,,,,,,,,16-207,,10-026,,134,F51BKS
043156436286,LOCK.F51A.GEO.622.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,622,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
043156420483,LOCK.F51A.ORB.605.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,605,,,,,,,,,,,,16-211,,10-063,,134,F51BKST
043156420841,LOCK.F51A.GEO.622.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,622,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
043156435777,LOCK.F51A.ORB.609.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,609,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156435708,LOCK.F51A.GEO.622.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,622,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
043156436521,LOCK.F51A.ORB.609.16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,609,,,,,,,,,,,,16-207,,10-026,,134,F51BKS
043156435722,LOCK.F51A.GEO.716.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,716,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
043156436170,LOCK.F51A.ORB.613.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,613,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156435814,LOCK.F51A.LAT.625.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,625,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156421114,LOCK.F51A.ORB.619.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,619,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436583,LOCK.F51A.LAT.625.CEN..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,625,,,CEN.,CEN.,CEN.,,,,,,,16-211,,10-063,,134,F51BLDT
043156436354,LOCK.F51A.ORB.620.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,620,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436729,LOCK.F51A.LAT.626.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,626,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156436217,LOCK.F51A.ORB.625.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,625,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436293,LOCK.F51A.LAT.626.CEN..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,626,,,CEN.,CEN.,CEN.,,,,,,,16-211,,10-063,,134,F51BLDT
043156436705,LOCK.F51A.ORB.625.16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,625,,,,,,,,,,,,16-207,,10-026,,134,F51BKS
043156436736,LOCK.F51A.LAT.716.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,716,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156420261,LOCK.F51A.ORB.626.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,626,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156436750,LOCK.F51A.MER.619.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156420520,LOCK.F51A.ORB.626.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,626,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156421206,LOCK.F51A.MER.619.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
043156436071,LOCK.F51A.ORB.626.16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,626,,,,,,,,,,,,16-207,,10-026,,134,F51BKS
043156436279,LOCK.F51A.MER.622.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,622,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156436026,LOCK.F51A.MER.625.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,625,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156435258,LOCK.F51A.PLY.505.605.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,505,,605,,,,,,,,,,16-211,,10-063,,134,F51BKST
043156436224,LOCK.F51A.MER.626.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,626,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156420650,LOCK.F51A.PLY.605.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,605,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156435746,LOCK.F51A.MER.716.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,716,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156436095,LOCK.F51A.PLY.609.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,609,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
FKL-SLLK*8782969,LOCK.F51A.GEO.716.BRK..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,716,,,BRK.,BRK.,BRK.,,,,,,,16-086,,10-027,,134,F51BKRD
FKL-SLLK*8381450,LOCK.F51A.GEO.716.16-211.10-063.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,716,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
FKL-SLLK*8381452,LOCK.F51A.ACC.716.16-211.10-063.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,716,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
FKL-SLLK*8381454,LOCK.F51A.ELA.716.16-211.10-063.134.MK.C.48-180.1,ACTIVE,FKL-SLLK,LOCK,F51A,,ELA,716,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
FKL-SLLK*8381456,LOCK.F80.CF.ELA.626.16-203.10-025.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,ELA,626,,,,,,,,,,,,16-203,,10-025,,134,F51BLU
FKL-SLLK*8381464,LOCK.F51A.PLY.609.16-086.10-027.134.MK.DETAIL.C.48-180.3,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,609,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156445684,LOCK.F40.SAC.619.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,SAC,619,,,,,,,,,,,,16-080,,10-027,,134,F40BL
043156445707,LOCK.F51A.SAC.619.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SAC,619,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156445691,LOCK.F40.SAC.625.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,SAC,625,,,,,,,,,,,,16-080,,10-027,,134,F40BL
043156445660,LOCK.F10.SAC.619.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,SAC,619,,,,,,,,,,,,16-080,,10-027,,134,F10BL
043156445677,LOCK.F10.SAC.716.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,SAC,716,,,,,,,,,,,,16-080,,10-027,,134,F10BL
043156445714,LOCK.F51A.SAC.716.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SAC,716,,,,,,,,,,,,16-086,,10-027,,134,F51BL
194555102446,LOCK.F10.ACC.609.16-080.10-001.134,ACTIVE,FKL-SLLK,LOCK,F10,,ACC,609,,,,,,,,,,,,16-080,,10-001,,134,F10BL
194555102453,LOCK.F51A.ACC.609.16-211.10-001.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,609,,,,,,,,,,,,16-211,,10-001,,134,F51BLT
194555106543,LOCK.F10.LAT.622.COL..16-200.10-025.134,ACTIVE,FKL-SLLK,LOCK,F10,,LAT,622,,,COL.,COL.,COL.,,,,,,,16-200,,10-025,,134,F10BLD
194555106550,LOCK.F40.LAT.622.COL..16-200.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,622,,,COL.,COL.,COL.,,,,,,,16-200,,10-025,,134,F40BLD
194555106567,LOCK.F51A.LAT.622.COL..16-207.10-025.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,622,,,COL.,COL.,COL.,,,,,,,16-207,,10-025,,134,F51BLD
194555106574,LOCK.F80.LAT.622.COL..16-207.10-025.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,LAT,622,,,COL.,COL.,COL.,,,,,,,16-207,,10-025,,134,F51BLD
FKL-SLLK*8859271,LOCK.F51A.BWE.622.608.16-086.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,622,,608,,,,,,,,,,16-086,,10-027,,134,F51BKR
FKL-SLLK*8859275,LOCK.F51A.BWE.608.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,608,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
194555109711,LOCK.F80.GEO.609.16-211.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,GEO,609,,,,,,,,,,,,16-211,,10-027,,134,F51BKST
194555084674,LOCK.F51A.GEO.605.16-207.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,605,,,,,,,,,,,,16-207,,10-027,,134,F51BKS
043156080557,LOCK.F10.LAT.716.16-080.10-001.134,ACTIVE,FKL-SLLK,LOCK,F10,,LAT,716,,,,,,,,,,,,16-080,,10-001,,134,F10BL
043156080564,LOCK.F51A.BRW.619.16-086.10-025.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,619,,,,,,,,,,,,16-086,,10-025,,134,F51BLT
043156080571,LOCK.F80.BRW.619.16-086.10-025.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,BRW,619,,,,,,,,,,,,16-086,,10-025,,134,F51BL
FKL-SLLK*7390559,LOCK.F51A.PLY.505.FLA.605.LH.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,505,FLA,605,,,,,,,,,LH,16-086,,10-027,,134,F51BKRU
043156080816,LOCK.F51A.GEO.716.16-211.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,716,,,,,,,,,,,,16-211,,10-027,,134,F51BKRT
043156080823,LOCK.F51A.PLY.716.16-211.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,716,,,,,,,,,,,,16-211,,10-027,,134,F51BKRT
FKL-SLLK*7393076,LOCK.F51A.FLA.505.605.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,505,,605,,,,,,,,,,16-086,,10-027,,134,F51BLT
043156082698,LOCK.F40.LAT.622.618.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,622,,618,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F40BLD
043156082735,LOCK.F51A.NBK.622.COL..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,622,,,COL.,COL.,COL.,,,,,,,16-211,,10-063,,134,F51BLDU
043156094523,LOCK.F51A.AND.605.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,605,,,,,,,,,,,,16-086,,10-027,,134,F51BKRU
FKL-SLLK*7481108,LOCK.F80.CHP.716.RH.16-086.10-026.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,CHP,716,,,,,,,,,,,RH,16-086,,10-026,,134,F51BL
FKL-SLLK*7481110,LOCK.F80.CHP.716.LH.16-086.10-026.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,CHP,716,,,,,,,,,,,LH,16-086,,10-026,,134,F51BL
FKL-SLLK*7493395,LOCK.F80.PLY.619.16-086.10-027.134.MK.DETAIL.C.48-180.1,ACTIVE,FKL-SLLK,LOCK,F80,,PLY,619,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156096251,LOCK.F51A.ACC.619.609.RH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,619,,609,,,,,,,,,RH,16-086,,10-027,,134,F51BLT
FKL-SLLK*7484110,LOCK.F80.ELA.626.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,ELA,626,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156095063,LOCK.F51A.LAT.716.GRW..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,716,,,GRW.,GRW.,GRW.,,,,,,,16-086,,10-027,,134,F51BLD
043156095544,LOCK.F80.ACC.619.LH.16-086.10-027.134.KD.C.48-180.2.DETAIL,ACTIVE,FKL-SLLK,LOCK,F80,,ACC,619,,,,,,,,,,,LH,16-086,,10-027,,134,F51BL
043156095551,LOCK.F80.ACC.619.RH.16-086.10-027.134.KD.C.48-180.2.DETAIL,ACTIVE,FKL-SLLK,LOCK,F80,,ACC,619,,,,,,,,,,,RH,16-086,,10-027,,134,F51BL
194555071247,LOCK.F51A.BIR.716.16-207.10-026.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BIR,716,,,,,,,,,,,,16-207,,10-026,,134,F51BL
194555071254,LOCK.F80.AND.619.16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,AND,619,,,,,,,,,,,,16-207,,10-026,,134,F51BKR
194555071261,LOCK.F80.ORB.619.16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,ORB,619,,,,,,,,,,,,16-207,,10-026,,134,F51BKS
061045143824,LOCK.F40.D.MNH.625.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,D,MNH,625,,,,,,,,,,,,16-080,,10-027,,134,F40DL
061045143893,LOCK.F51.D.MNH.626.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51,D,MNH,626,,,,,,,,,,,,16-086,,10-027,,134,F51DL
061045143510,LOCK.F10.D.MNH.625.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,D,MNH,625,,,,,,,,,,,,16-080,,10-027,,134,F10DL
061045142940,LOCK.F10.D.MNH.626.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,D,MNH,626,,,,,,,,,,,,16-080,,10-027,,134,F10DL
061045143268,LOCK.F40.D.MNH.626.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,D,MNH,626,,,,,,,,,,,,16-080,,10-027,,134,F40DL
194555087774,LOCK.F51A.WIT.619.622.LH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,619,,622,,,,,,,,,LH,16-086,,10-027,,134,F51BL
194555093607,LOCK.F10.ACC.625.16-126.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,ACC,625,,,,,,,,,,,,16-126,,10-027,,134,F10BL
FKL-SLLK*8698159,LOCK.F51A.PLY.716.CAM..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,716,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BKRD
FKL-SLLK*8698193,LOCK.F51A.AVA.620.16-211.10-063.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AVA,620,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
043156427253,LOCK.F51A.SIE.505.605.AND..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,505,,605,AND.,AND.,AND.,,,,,,,16-211,,10-063,,134,F51BKRT
043156421619,LOCK.F51A.ACC.609.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,609,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
043156426898,LOCK.F51A.CLT.619.AND..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,CLT,619,,,AND.,AND.,AND.,,,,,,,16-211,,10-063,,134,F51BLT
043156429530,LOCK.F51A.ORB.505.605.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,505,,605,,,,,,,,,,16-211,,10-063,,134,F51BKST
043156427284,LOCK.F51A.SIE.613.AND..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,613,,,AND.,AND.,AND.,,,,,,,16-211,,10-063,,134,F51BKRT
043156429738,LOCK.F51A.SIE.609.AND..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,609,,,AND.,AND.,AND.,,,,,,,16-211,,10-063,,134,F51BKRT
043156429011,LOCK.F51A.GEO.505.605.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,505,,605,,,,,,,,,,16-211,,10-063,,134,F51BKST
043156427963,LOCK.F51A.AND.609.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,609,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
043156428120,LOCK.F51A.AND.626.AND..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,626,,,AND.,AND.,AND.,,,,,,,16-211,,10-063,,134,F51BKRT
043156421039,LOCK.F51A.GEO.605.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,605,,,,,,,,,,,,16-211,,10-063,,134,F51BKST
043156427901,LOCK.F51A.AND.505.605.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,505,,605,,,,,,,,,,16-211,,10-063,,134,F51BKRT
043156426430,LOCK.F51A.AND.613.AND..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,613,,,AND.,AND.,AND.,,,,,,,16-211,,10-063,,134,F51BKRT
043156426454,LOCK.F51A.AND.619.AND..16-211.10-063.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,619,,,AND.,AND.,AND.,,,,,,,16-211,,10-063,,,F51BKRT
043156432288,LOCK.F51A.BEL.505.605.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BEL,505,,605,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156429776,LOCK.F51A.SIE.619.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,619,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
043156432318,LOCK.F51A.ORB.505.605.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,505,,605,,,,,,,,,,16-086,,10-027,,134,F51BKS
194555091337,LOCK.F40.MER.716.GRW..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,716,,,GRW.,GRW.,GRW.,,,,,,RH,16-080,,10-027,,134,F40BLD
194555091344,LOCK.F10.MER.716.GRW..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,MER,716,,,GRW.,GRW.,GRW.,,,,,,RH,16-080,,10-027,,134,F10BLD
FKL-SLLK*8381540,LOCK.F51A.CF.ACC.622.ADD..RH.16-203.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,622,,,ADD.,ADD.,ADD.,,,,,,RH,16-203,,10-027,,134,F51BLDU
FKL-SLLK*8381546,LOCK.F51A.CF.ACC.622.ADD..16-203.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,622,,,ADD.,ADD.,ADD.,,,,,,,16-203,,10-027,,134,F51BLDU
194555055261,LOCK.F10.CF.ACC.622.ADD..RH.16-203.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,ACC,622,,,ADD.,ADD.,ADD.,,,,,,RH,16-203,,10-027,,134,F10BLDU
FKL-SLLK*8752636,LOCK.F51A.PLY.620.622.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,620,,622,,,,,,,,,,16-086,,10-027,,134,F51BKS
